"","MAG","strategy_broad","time","base","mean_lfc","se_lfc"
"266","12C16O_24h_100_P08_coass_bin.7","Early Responders",3,49.1215877754837,3.58148599038615,0.750167262223104
"267","12C16O_24h_100_P08_coass_bin.7","Early Responders",24,49.1215877754837,2.54667851081123,0.939591589466363
"268","12C16O_24h_100_P08_coass_bin.7","Early Responders",48,49.1215877754837,0.597392975366553,1.1473423667296
"269","12C16O_24h_100_P08_coass_bin.7","Early Responders",72,49.1215877754837,0.653516964241342,0.921802343221689
"270","12C16O_24h_100_P08_coass_bin.7","Early Responders",168,49.1215877754837,0.570211720330615,0.936273153221213
"271","12C16O_24h_100_P14_coass_bin.12","Middle Responders",3,7.31845931520175,2.53052979153899,1.03626644166707
"272","12C16O_24h_100_P14_coass_bin.12","Middle Responders",24,7.31845931520175,2.65272823458931,0.694625125198332
"273","12C16O_24h_100_P14_coass_bin.12","Middle Responders",48,7.31845931520175,3.40895356595544,0.381251760377989
"274","12C16O_24h_100_P14_coass_bin.12","Middle Responders",72,7.31845931520175,2.99341501291718,0.309686811761537
"275","12C16O_24h_100_P14_coass_bin.12","Middle Responders",168,7.31845931520175,3.29173925249907,0.731827698271814
"276","12C16O_24h_100_P14_coass_bin.30","Middle Responders",3,6.9305107217813,-4.2212884607338,0.821504317619445
"277","12C16O_24h_100_P14_coass_bin.30","Middle Responders",24,6.9305107217813,0.562231339664545,0.83299387105435
"278","12C16O_24h_100_P14_coass_bin.30","Middle Responders",48,6.9305107217813,0.7877820306057,0.741082949925604
"279","12C16O_24h_100_P14_coass_bin.30","Middle Responders",72,6.9305107217813,0.666621664006382,0.622004332396859
"280","12C16O_24h_100_P14_coass_bin.30","Middle Responders",168,6.9305107217813,0.101755126617269,1.04663375761502
"281","12C16O_24h_100_P14_coass_bin.5","Middle Responders",3,8.59216552991644,2.16101185731798,0.186457296330809
"282","12C16O_24h_100_P14_coass_bin.5","Middle Responders",24,8.59216552991644,1.19530912308558,1.00545958047297
"283","12C16O_24h_100_P14_coass_bin.5","Middle Responders",48,8.59216552991644,0.67252838881285,1.27186156865956
"284","12C16O_24h_100_P14_coass_bin.5","Middle Responders",72,8.59216552991644,-0.101644177900832,1.17820047444931
"285","12C16O_24h_100_P14_coass_bin.5","Middle Responders",168,8.59216552991644,-0.263006626830163,1.3389649590072
"286","12C16O_24h_100_P16_coass_bin.13","Middle Responders",3,5.54222434372008,-1.63929612254922,NA
"287","12C16O_24h_100_P16_coass_bin.13","Middle Responders",24,5.54222434372008,0.169286254648676,NA
"288","12C16O_24h_100_P16_coass_bin.13","Middle Responders",48,5.54222434372008,-1.22549691400118,NA
"289","12C16O_24h_100_P16_coass_bin.13","Middle Responders",72,5.54222434372008,-3.5841926194831,NA
"290","12C16O_24h_100_P16_coass_bin.13","Middle Responders",168,5.54222434372008,-1.69460312752186,NA
"291","12C16O_24h_100_P16_coass_bin.14","Middle Responders",3,8.44324342931677,2.6368718582541,0.876368173662197
"292","12C16O_24h_100_P16_coass_bin.14","Middle Responders",24,8.44324342931677,2.27071639659106,0.411328327206981
"293","12C16O_24h_100_P16_coass_bin.14","Middle Responders",48,8.44324342931677,1.93981132256298,0.224834716363794
"294","12C16O_24h_100_P16_coass_bin.14","Middle Responders",72,8.44324342931677,1.22651044165358,0.397066530438871
"295","12C16O_24h_100_P16_coass_bin.14","Middle Responders",168,8.44324342931677,0.835587365592168,0.515065941545655
"296","12C16O_24h_100_P16_coass_bin.16",NA,3,6.04209991687408,2.10255031534589,NA
"297","12C16O_24h_100_P16_coass_bin.16",NA,24,6.04209991687408,2.81280424423433,NA
"298","12C16O_24h_100_P16_coass_bin.16",NA,48,6.04209991687408,3.24949329443926,NA
"299","12C16O_24h_100_P16_coass_bin.16",NA,72,6.04209991687408,2.94769035658335,NA
"300","12C16O_24h_100_P16_coass_bin.16",NA,168,6.04209991687408,3.60495235163368,NA
"301","12C16O_24h_100_unf_bin.18","Sensitive",3,11.3591080714288,-2.89371062924945,0.143360035069975
"302","12C16O_24h_100_unf_bin.18","Sensitive",24,11.3591080714288,-1.31005233153216,0.246411595999221
"303","12C16O_24h_100_unf_bin.18","Sensitive",48,11.3591080714288,-0.998261209309377,0.362360031691715
"304","12C16O_24h_100_unf_bin.18","Sensitive",72,11.3591080714288,-1.67314081232382,0.518494627232447
"305","12C16O_24h_100_unf_bin.18","Sensitive",168,11.3591080714288,-3.08572641761301,0.47229605956976
"306","12C16O_24h_100_unf_bin.32","Middle Responders",3,5.26112571056295,-0.411892386177163,1.18941782437771
"307","12C16O_24h_100_unf_bin.32","Middle Responders",24,5.26112571056295,3.1487795457369,0.143980908355285
"308","12C16O_24h_100_unf_bin.32","Middle Responders",48,5.26112571056295,2.70257987327368,0.08758176839102
"309","12C16O_24h_100_unf_bin.32","Middle Responders",72,5.26112571056295,0.373778166917907,0.908090136845283
"310","12C16O_24h_100_unf_bin.32","Middle Responders",168,5.26112571056295,0.229724814646075,2.3050561122257
"311","12C16O_24h_100_unf_bin.43","Early Responders",3,9.14518407455886,4.53351422762694,0.219665106349512
"312","12C16O_24h_100_unf_bin.43","Early Responders",24,9.14518407455886,1.63155464690542,0.336028238678731
"313","12C16O_24h_100_unf_bin.43","Early Responders",48,9.14518407455886,1.75530762804431,0.177151976625932
"314","12C16O_24h_100_unf_bin.43","Early Responders",72,9.14518407455886,1.23849889536508,0.403561928265316
"315","12C16O_24h_100_unf_bin.43","Early Responders",168,9.14518407455886,0.477718959851643,0.517108126912407
"316","12C16O_24h_100_unf_bin.5","Middle Responders",3,9.56565428205091,3.68591088705782,0.206535059276918
"317","12C16O_24h_100_unf_bin.5","Middle Responders",24,9.56565428205091,3.16485456560397,0.318500950539345
"318","12C16O_24h_100_unf_bin.5","Middle Responders",48,9.56565428205091,2.35090763275041,0.263579520530713
"319","12C16O_24h_100_unf_bin.5","Middle Responders",72,9.56565428205091,2.24498130293538,0.395640428452021
"320","12C16O_24h_100_unf_bin.5","Middle Responders",168,9.56565428205091,1.79483093393794,0.609662588016692
"321","12C16O_24h_100_unf_bin.50","Middle Responders",3,8.76300320015348,1.48128687183408,0.96672942496754
"322","12C16O_24h_100_unf_bin.50","Middle Responders",24,8.76300320015348,1.86823733631746,1.53626694826891
"323","12C16O_24h_100_unf_bin.50","Middle Responders",48,8.76300320015348,2.36098271899485,1.71429409622742
"324","12C16O_24h_100_unf_bin.50","Middle Responders",72,8.76300320015348,1.3528342554854,1.93338304709636
"325","12C16O_24h_100_unf_bin.50","Middle Responders",168,8.76300320015348,0.290068927377944,1.08324267744371
"326","12C16O_48h_100_P08_coass_bin.8","Early Responders",3,13.2296345573265,2.72155609219109,0.69768011655567
"327","12C16O_48h_100_P08_coass_bin.8","Early Responders",24,13.2296345573265,1.3217406343607,0.707239688090414
"328","12C16O_48h_100_P08_coass_bin.8","Early Responders",48,13.2296345573265,0.153758477171507,0.288415173931828
"329","12C16O_48h_100_P08_coass_bin.8","Early Responders",72,13.2296345573265,-0.302433010656329,0.302665495322112
"330","12C16O_48h_100_P08_coass_bin.8","Early Responders",168,13.2296345573265,-1.3646848651181,0.368965105220514
"331","12C16O_48h_100_P14_coass_bin.1","Middle Responders",3,7.22778969692712,-0.0186297652447849,1.3474585856556
"332","12C16O_48h_100_P14_coass_bin.1","Middle Responders",24,7.22778969692712,0.60010286020509,0.961507299899579
"333","12C16O_48h_100_P14_coass_bin.1","Middle Responders",48,7.22778969692712,0.948014510084673,0.706049971350468
"334","12C16O_48h_100_P14_coass_bin.1","Middle Responders",72,7.22778969692712,0.710458100677734,1.00272710864462
"335","12C16O_48h_100_P14_coass_bin.1","Middle Responders",168,7.22778969692712,-0.897407696207108,1.21155869578839
"336","12C16O_48h_100_P14_coass_bin.3","Middle Responders",3,8.0366660295948,2.87199925449585,NA
"337","12C16O_48h_100_P14_coass_bin.3","Middle Responders",24,8.0366660295948,2.90539883736704,NA
"338","12C16O_48h_100_P14_coass_bin.3","Middle Responders",48,8.0366660295948,1.73460237979529,NA
"339","12C16O_48h_100_P14_coass_bin.3","Middle Responders",72,8.0366660295948,1.56600858913678,NA
"340","12C16O_48h_100_P14_coass_bin.3","Middle Responders",168,8.0366660295948,-1.41208445684118,NA
"341","12C16O_48h_100_P14_coass_bin.6",NA,3,5.89299896477938,2.67355514752621,NA
"342","12C16O_48h_100_P14_coass_bin.6",NA,24,5.89299896477938,2.4532713920635,NA
"343","12C16O_48h_100_P14_coass_bin.6",NA,48,5.89299896477938,2.23613104712018,NA
"344","12C16O_48h_100_P14_coass_bin.6",NA,72,5.89299896477938,1.00751758920438,NA
"345","12C16O_48h_100_P14_coass_bin.6",NA,168,5.89299896477938,1.73658269352834,NA
"346","12C16O_48h_100_unf_bin.19","Middle Responders",3,13.1852446391288,2.98670697002186,1.01120082028449
"347","12C16O_48h_100_unf_bin.19","Middle Responders",24,13.1852446391288,1.30957512621453,1.19293796886254
"348","12C16O_48h_100_unf_bin.19","Middle Responders",48,13.1852446391288,1.21380377304491,1.33049412008304
"349","12C16O_48h_100_unf_bin.19","Middle Responders",72,13.1852446391288,1.87171855015948,1.25586880131052
"350","12C16O_48h_100_unf_bin.19","Middle Responders",168,13.1852446391288,0.759518869556012,1.54553912220011
"351","12C16O_48h_100_unf_bin.25",NA,3,5.69815268261664,2.6766012110719,0.075913503701575
"352","12C16O_48h_100_unf_bin.25",NA,24,5.69815268261664,3.08059121260106,0.2093072573188
"353","12C16O_48h_100_unf_bin.25",NA,48,5.69815268261664,2.56064911993527,0.00105605405265008
"354","12C16O_48h_100_unf_bin.25",NA,72,5.69815268261664,2.08987924293019,0.450293248466635
"355","12C16O_48h_100_unf_bin.25",NA,168,5.69815268261664,1.73530010188033,0.260443988810375
"356","12C16O_48h_100_unf_bin.32","Early Responders",3,15.030718629299,5.11119957572956,0.582558182137187
"357","12C16O_48h_100_unf_bin.32","Early Responders",24,15.030718629299,1.43189511547106,0.771852439911084
"358","12C16O_48h_100_unf_bin.32","Early Responders",48,15.030718629299,0.330196147407136,1.15939542189575
"359","12C16O_48h_100_unf_bin.32","Early Responders",72,15.030718629299,0.74277286260038,0.640796196698348
"360","12C16O_48h_100_unf_bin.32","Early Responders",168,15.030718629299,0.841547872819583,0.972577485111956
"361","12C16O_48h_100_unf_bin.8","Middle Responders",3,6.55138668725272,3.32565572511714,NA
"362","12C16O_48h_100_unf_bin.8","Middle Responders",24,6.55138668725272,3.68122465419177,NA
"363","12C16O_48h_100_unf_bin.8","Middle Responders",48,6.55138668725272,3.29619287978407,NA
"364","12C16O_48h_100_unf_bin.8","Middle Responders",72,6.55138668725272,2.84937776337198,NA
"365","12C16O_48h_100_unf_bin.8","Middle Responders",168,6.55138668725272,2.3464968207556,NA
"366","12C16O_48h_50_P09_coass_bin.1","Middle Responders",3,28.3237194207962,4.56764890728479,2.1498873094268
"367","12C16O_48h_50_P09_coass_bin.1","Middle Responders",24,28.3237194207962,3.16694977900197,0.196267275455925
"368","12C16O_48h_50_P09_coass_bin.1","Middle Responders",48,28.3237194207962,2.54586672116927,0.484819479551035
"369","12C16O_48h_50_P09_coass_bin.1","Middle Responders",72,28.3237194207962,2.71543121046324,0.752794713134395
"370","12C16O_48h_50_P09_coass_bin.1","Middle Responders",168,28.3237194207962,1.8708245636482,0.04492209755762
"371","12C16O_48h_50_P09_coass_bin.3",NA,3,6.92822557224625,2.83818234892012,NA
"372","12C16O_48h_50_P09_coass_bin.3",NA,24,6.92822557224625,1.73141050977951,NA
"373","12C16O_48h_50_P09_coass_bin.3",NA,48,6.92822557224625,2.79889794902854,NA
"374","12C16O_48h_50_P09_coass_bin.3",NA,72,6.92822557224625,3.11406353719102,NA
"375","12C16O_48h_50_P09_coass_bin.3",NA,168,6.92822557224625,2.67655657636241,NA
"376","12C16O_48h_50_P10_coass_bin.25","Middle Responders",3,12.6084788482906,1.41075623828961,0.293685481701853
"377","12C16O_48h_50_P10_coass_bin.25","Middle Responders",24,12.6084788482906,2.83216311164807,0.271320963714951
"378","12C16O_48h_50_P10_coass_bin.25","Middle Responders",48,12.6084788482906,3.10389942084023,0.299637410819887
"379","12C16O_48h_50_P10_coass_bin.25","Middle Responders",72,12.6084788482906,2.21183407855289,0.316395142022672
"380","12C16O_48h_50_P10_coass_bin.25","Middle Responders",168,12.6084788482906,1.98426715745058,0.269533825448784
"381","12C16O_48h_50_P10_coass_bin.27",NA,3,12.3861793720207,2.59941803716453,NA
"382","12C16O_48h_50_P10_coass_bin.27",NA,24,12.3861793720207,1.83229418609308,NA
"383","12C16O_48h_50_P10_coass_bin.27",NA,48,12.3861793720207,0.777584666533185,NA
"384","12C16O_48h_50_P10_coass_bin.27",NA,72,12.3861793720207,0.3409881475108,NA
"385","12C16O_48h_50_P10_coass_bin.27",NA,168,12.3861793720207,0.537172194432895,NA
"386","12C16O_48h_50_P10_coass_bin.29","Middle Responders",3,23.8644055277009,4.09108605829002,0.810602760208127
"387","12C16O_48h_50_P10_coass_bin.29","Middle Responders",24,23.8644055277009,3.4387060785318,0.494565875923055
"388","12C16O_48h_50_P10_coass_bin.29","Middle Responders",48,23.8644055277009,3.03905666308745,0.412895059347393
"389","12C16O_48h_50_P10_coass_bin.29","Middle Responders",72,23.8644055277009,2.92867113424669,0.290861243468993
"390","12C16O_48h_50_P10_coass_bin.29","Middle Responders",168,23.8644055277009,2.6678765378171,0.343780745405204
"391","12C16O_48h_50_P10_coass_bin.36","Middle Responders",3,12.5797284655856,2.99712067887399,0.357862779386891
"392","12C16O_48h_50_P10_coass_bin.36","Middle Responders",24,12.5797284655856,3.76470034263878,0.409319173023743
"393","12C16O_48h_50_P10_coass_bin.36","Middle Responders",48,12.5797284655856,3.22087137313386,0.429003304666399
"394","12C16O_48h_50_P10_coass_bin.36","Middle Responders",72,12.5797284655856,2.68330728950311,0.366165307325733
"395","12C16O_48h_50_P10_coass_bin.36","Middle Responders",168,12.5797284655856,2.42578397192336,0.819782112679594
"396","12C16O_48h_50_P10_coass_bin.38","Middle Responders",3,12.9239464658104,2.48910027282225,NA
"397","12C16O_48h_50_P10_coass_bin.38","Middle Responders",24,12.9239464658104,2.99928396341513,NA
"398","12C16O_48h_50_P10_coass_bin.38","Middle Responders",48,12.9239464658104,3.04021206378723,NA
"399","12C16O_48h_50_P10_coass_bin.38","Middle Responders",72,12.9239464658104,2.72625417325484,NA
"400","12C16O_48h_50_P10_coass_bin.38","Middle Responders",168,12.9239464658104,2.81816625931645,NA
"401","12C16O_48h_50_P10_coass_bin.43","Sensitive",3,7.46319653753825,-2.2339674690094,NA
"402","12C16O_48h_50_P10_coass_bin.43","Sensitive",24,7.46319653753825,-1.20274107772055,NA
"403","12C16O_48h_50_P10_coass_bin.43","Sensitive",48,7.46319653753825,-1.03733325642412,NA
"404","12C16O_48h_50_P10_coass_bin.43","Sensitive",72,7.46319653753825,-2.03496208839854,NA
"405","12C16O_48h_50_P10_coass_bin.43","Sensitive",168,7.46319653753825,-2.56624586555239,NA
"406","12C16O_48h_50_P13_coass_bin.11","Middle Responders",3,9.79522258743783,-3.58868681066718,0.896155083904988
"407","12C16O_48h_50_P13_coass_bin.11","Middle Responders",24,9.79522258743783,0.0900678372683816,0.373404628874269
"408","12C16O_48h_50_P13_coass_bin.11","Middle Responders",48,9.79522258743783,0.538208369835329,0.0102900547118767
"409","12C16O_48h_50_P13_coass_bin.11","Middle Responders",72,9.79522258743783,0.0151691246564828,0.0976017387719012
"410","12C16O_48h_50_P13_coass_bin.11","Middle Responders",168,9.79522258743783,-0.146593559193924,0.246079178189471
"411","12C16O_48h_50_P13_coass_bin.30","Middle Responders",3,15.5681480424923,2.32437893134674,0.40642194504274
"412","12C16O_48h_50_P13_coass_bin.30","Middle Responders",24,15.5681480424923,-0.095570372735667,0.552353142586094
"413","12C16O_48h_50_P13_coass_bin.30","Middle Responders",48,15.5681480424923,-1.08182070606274,0.720556679889882
"414","12C16O_48h_50_P13_coass_bin.30","Middle Responders",72,15.5681480424923,-1.44665246973422,0.06011175927802
"415","12C16O_48h_50_P13_coass_bin.30","Middle Responders",168,15.5681480424923,-2.13701927254033,0.7731666273802
"416","12C16O_48h_50_P13_coass_bin.31","Middle Responders",3,10.9912843042265,2.69384446179572,NA
"417","12C16O_48h_50_P13_coass_bin.31","Middle Responders",24,10.9912843042265,4.28474743771907,NA
"418","12C16O_48h_50_P13_coass_bin.31","Middle Responders",48,10.9912843042265,3.81666728949119,NA
"419","12C16O_48h_50_P13_coass_bin.31","Middle Responders",72,10.9912843042265,2.79908804744888,NA
"420","12C16O_48h_50_P13_coass_bin.31","Middle Responders",168,10.9912843042265,2.62765668609806,NA
"421","12C16O_48h_50_P13_coass_bin.32","Middle Responders",3,11.015090820571,-1.85649522876027,1.03019564742466
"422","12C16O_48h_50_P13_coass_bin.32","Middle Responders",24,11.015090820571,1.75180308506677,0.213714464799177
"423","12C16O_48h_50_P13_coass_bin.32","Middle Responders",48,11.015090820571,1.71174764092859,0.291681078519087
"424","12C16O_48h_50_P13_coass_bin.32","Middle Responders",72,11.015090820571,1.74991127284079,0.338350171554004
"425","12C16O_48h_50_P13_coass_bin.32","Middle Responders",168,11.015090820571,0.694551141841449,0.386714969534515
"426","12C16O_48h_50_unf_bin.12","Middle Responders",3,8.38771332230501,-0.316963612606535,1.61676581869518
"427","12C16O_48h_50_unf_bin.12","Middle Responders",24,8.38771332230501,2.10352161274984,0.552499379166073
"428","12C16O_48h_50_unf_bin.12","Middle Responders",48,8.38771332230501,2.1763454814465,0.503960680058103
"429","12C16O_48h_50_unf_bin.12","Middle Responders",72,8.38771332230501,2.37725967220624,0.407569396636876
"430","12C16O_48h_50_unf_bin.12","Middle Responders",168,8.38771332230501,2.02671449912042,0.714338732205302
"431","12C16O_48h_50_unf_bin.15","Middle Responders",3,5.75358868014815,4.30997709719456,NA
"432","12C16O_48h_50_unf_bin.15","Middle Responders",24,5.75358868014815,0.00505315472160239,NA
"433","12C16O_48h_50_unf_bin.15","Middle Responders",48,5.75358868014815,0.338561643402025,NA
"434","12C16O_48h_50_unf_bin.15","Middle Responders",72,5.75358868014815,-1.27675419226213,NA
"435","12C16O_48h_50_unf_bin.15","Middle Responders",168,5.75358868014815,-2.07529723481164,NA
"436","12C16O_48h_50_unf_bin.39",NA,3,6.3024547203978,3.3641252607587,NA
"437","12C16O_48h_50_unf_bin.39",NA,24,6.3024547203978,1.7163931111098,NA
"438","12C16O_48h_50_unf_bin.39",NA,48,6.3024547203978,-0.15706871538926,NA
"439","12C16O_48h_50_unf_bin.39",NA,72,6.3024547203978,1.4073330924038,NA
"440","12C16O_48h_50_unf_bin.39",NA,168,6.3024547203978,-1.42305386946499,NA
"441","12C16O_48h_50_unf_bin.40","Middle Responders",3,22.999992626038,4.00145205940978,0.261068272118297
"442","12C16O_48h_50_unf_bin.40","Middle Responders",24,22.999992626038,1.12380851491476,0.321152673454847
"443","12C16O_48h_50_unf_bin.40","Middle Responders",48,22.999992626038,-0.109878197643458,0.235334671321464
"444","12C16O_48h_50_unf_bin.40","Middle Responders",72,22.999992626038,-0.687238479481716,0.361973995584562
"445","12C16O_48h_50_unf_bin.40","Middle Responders",168,22.999992626038,-1.16654621706838,0.38849327281795
"446","12C16O_48h_50_unf_bin.41","Late Responders",3,6.14731758195837,1.14793025491077,1.0934012353074
"447","12C16O_48h_50_unf_bin.41","Late Responders",24,6.14731758195837,2.57821499411953,0.635001023942132
"448","12C16O_48h_50_unf_bin.41","Late Responders",48,6.14731758195837,2.23863200113992,0.84293459911115
"449","12C16O_48h_50_unf_bin.41","Late Responders",72,6.14731758195837,1.45031109451622,0.659362934217874
"450","12C16O_48h_50_unf_bin.41","Late Responders",168,6.14731758195837,0.82885114580361,0.473682630477543
"451","12C16O_48h_50_unf_bin.43","Middle Responders",3,10.923359694014,2.93380422433169,NA
"452","12C16O_48h_50_unf_bin.43","Middle Responders",24,10.923359694014,3.88908817319564,NA
"453","12C16O_48h_50_unf_bin.43","Middle Responders",48,10.923359694014,3.27240976630007,NA
"454","12C16O_48h_50_unf_bin.43","Middle Responders",72,10.923359694014,2.88441530434081,NA
"455","12C16O_48h_50_unf_bin.43","Middle Responders",168,10.923359694014,2.27115109884285,NA
"456","12C16O_48h_50_unf_bin.45",NA,3,5.98113465080121,1.71366627111897,NA
"457","12C16O_48h_50_unf_bin.45",NA,24,5.98113465080121,2.09997979163431,NA
"458","12C16O_48h_50_unf_bin.45",NA,48,5.98113465080121,2.68358454699268,NA
"459","12C16O_48h_50_unf_bin.45",NA,72,5.98113465080121,2.82154755651997,NA
"460","12C16O_48h_50_unf_bin.45",NA,168,5.98113465080121,2.65969419436425,NA
"461","12C16O_48h_50_unf_bin.7","Late Responders",3,9.19462849216824,3.63209256632172,0.317068643328479
"462","12C16O_48h_50_unf_bin.7","Late Responders",24,9.19462849216824,3.18199642503521,0.560775783700302
"463","12C16O_48h_50_unf_bin.7","Late Responders",48,9.19462849216824,1.80832134478478,0.770630047902521
"464","12C16O_48h_50_unf_bin.7","Late Responders",72,9.19462849216824,2.9891866509444,0.523951084159974
"465","12C16O_48h_50_unf_bin.7","Late Responders",168,9.19462849216824,3.14368807941719,0.283083619418125
"466","12C16O_72h_100_P08_coass_bin.2","Early Responders",3,45.295229526333,3.20237006425328,0.490282068543637
"467","12C16O_72h_100_P08_coass_bin.2","Early Responders",24,45.295229526333,1.48338618425791,0.310098697465218
"468","12C16O_72h_100_P08_coass_bin.2","Early Responders",48,45.295229526333,0.249745677860443,0.225755091203629
"469","12C16O_72h_100_P08_coass_bin.2","Early Responders",72,45.295229526333,-0.068175985251388,0.450501670333193
"470","12C16O_72h_100_P08_coass_bin.2","Early Responders",168,45.295229526333,0.352646700836903,0.315221406407534
"471","12C16O_72h_100_P08_coass_bin.23","Middle Responders",3,9.21703371561764,3.13664198682068,0.205997621474694
"472","12C16O_72h_100_P08_coass_bin.23","Middle Responders",24,9.21703371561764,3.29689610951046,0.388810422969312
"473","12C16O_72h_100_P08_coass_bin.23","Middle Responders",48,9.21703371561764,3.61420795365146,0.196914379397376
"474","12C16O_72h_100_P08_coass_bin.23","Middle Responders",72,9.21703371561764,3.5159074410548,0.375488444284848
"475","12C16O_72h_100_P08_coass_bin.23","Middle Responders",168,9.21703371561764,1.99201847941834,0.247731652786091
"476","12C16O_72h_100_P08_coass_bin.6",NA,3,11.3327268366136,2.1803887262453,0.950053477375965
"477","12C16O_72h_100_P08_coass_bin.6",NA,24,11.3327268366136,3.39261627275796,0.225397939702785
"478","12C16O_72h_100_P08_coass_bin.6",NA,48,11.3327268366136,3.29966398105798,0.32186901401702
"479","12C16O_72h_100_P08_coass_bin.6",NA,72,11.3327268366136,3.76470003713677,0.738616921597485
"480","12C16O_72h_100_P08_coass_bin.6",NA,168,11.3327268366136,4.26273986984119,0.0998310588546052
"481","12C16O_72h_100_P14_coass_bin.22","Sensitive",3,5.80504260396777,-2.19154314455271,NA
"482","12C16O_72h_100_P14_coass_bin.22","Sensitive",24,5.80504260396777,2.01091788808195,NA
"483","12C16O_72h_100_P14_coass_bin.22","Sensitive",48,5.80504260396777,0.99360687575777,NA
"484","12C16O_72h_100_P14_coass_bin.22","Sensitive",72,5.80504260396777,1.99974496318468,NA
"485","12C16O_72h_100_P14_coass_bin.22","Sensitive",168,5.80504260396777,-0.853583430978898,NA
"486","12C16O_72h_100_P16_coass_bin.15","Early Responders",3,6.70219897131498,3.61794259493372,1.04964681788279
"487","12C16O_72h_100_P16_coass_bin.15","Early Responders",24,6.70219897131498,0.0325800364893099,1.26219646820505
"488","12C16O_72h_100_P16_coass_bin.15","Early Responders",48,6.70219897131498,-0.492967900560001,1.02691962718867
"489","12C16O_72h_100_P16_coass_bin.15","Early Responders",72,6.70219897131498,-0.249631774762219,1.08218884864199
"490","12C16O_72h_100_P16_coass_bin.15","Early Responders",168,6.70219897131498,-1.85092241382005,0.496964445860028
"491","12C16O_72h_100_P16_coass_bin.3","Middle Responders",3,35.5366026172706,5.40495257511959,0.908091024950066
"492","12C16O_72h_100_P16_coass_bin.3","Middle Responders",24,35.5366026172706,4.16587899960892,0.988539756231087
"493","12C16O_72h_100_P16_coass_bin.3","Middle Responders",48,35.5366026172706,4.55056684091826,0.91145518365919
"494","12C16O_72h_100_P16_coass_bin.3","Middle Responders",72,35.5366026172706,4.85316211628768,0.719433765112113
"495","12C16O_72h_100_P16_coass_bin.3","Middle Responders",168,35.5366026172706,3.77298154871369,1.22228348711679
"496","12C16O_72h_100_P16_coass_bin.33","Late Responders",3,15.1848444813868,-1.58015616539416,0.281670814520371
"497","12C16O_72h_100_P16_coass_bin.33","Late Responders",24,15.1848444813868,1.24635255616018,0.238218819504043
"498","12C16O_72h_100_P16_coass_bin.33","Late Responders",48,15.1848444813868,1.72774889403488,0.233686617518517
"499","12C16O_72h_100_P16_coass_bin.33","Late Responders",72,15.1848444813868,1.20630500788437,0.215176741368642
"500","12C16O_72h_100_P16_coass_bin.33","Late Responders",168,15.1848444813868,0.689014563500737,0.25092248425318
"501","12C16O_72h_100_P16_coass_bin.5","Middle Responders",3,8.07357283978232,2.23634745431651,0.888302891564097
"502","12C16O_72h_100_P16_coass_bin.5","Middle Responders",24,8.07357283978232,3.04392590602329,0.154863842548054
"503","12C16O_72h_100_P16_coass_bin.5","Middle Responders",48,8.07357283978232,3.64520382239342,0.124094097603875
"504","12C16O_72h_100_P16_coass_bin.5","Middle Responders",72,8.07357283978232,3.17750320430781,0.226729962227588
"505","12C16O_72h_100_P16_coass_bin.5","Middle Responders",168,8.07357283978232,2.51463197196093,0.259997791348425
"506","12C16O_72h_100_unf_bin.11","Early Responders",3,17.8036112219864,1.91738275361575,0.302668142458306
"507","12C16O_72h_100_unf_bin.11","Early Responders",24,17.8036112219864,0.013440774173675,0.284070467459687
"508","12C16O_72h_100_unf_bin.11","Early Responders",48,17.8036112219864,-1.22399039795208,0.297057127543542
"509","12C16O_72h_100_unf_bin.11","Early Responders",72,17.8036112219864,-1.82016274461607,0.300308192654119
"510","12C16O_72h_100_unf_bin.11","Early Responders",168,17.8036112219864,-2.35465627780365,0.407143975999268
"511","12C16O_72h_100_unf_bin.27",NA,3,55.5054140128252,4.17235756118742,NA
"512","12C16O_72h_100_unf_bin.27",NA,24,55.5054140128252,1.32233333038433,NA
"513","12C16O_72h_100_unf_bin.27",NA,48,55.5054140128252,0.223942319217731,NA
"514","12C16O_72h_100_unf_bin.27",NA,72,55.5054140128252,-0.573935844598788,NA
"515","12C16O_72h_100_unf_bin.27",NA,168,55.5054140128252,-1.0455371310255,NA
"516","12C16O_72h_100_unf_bin.44",NA,3,5.90781037011222,-1.05673731461287,NA
"517","12C16O_72h_100_unf_bin.44",NA,24,5.90781037011222,2.30264922273469,NA
"518","12C16O_72h_100_unf_bin.44",NA,48,5.90781037011222,2.5715588382567,NA
"519","12C16O_72h_100_unf_bin.44",NA,72,5.90781037011222,1.53263353161197,NA
"520","12C16O_72h_100_unf_bin.44",NA,168,5.90781037011222,1.34576023827552,NA
"521","12C16O_72h_100_unf_bin.45","Early Responders",3,8.64069162403517,4.4602037721505,0.336158799875689
"522","12C16O_72h_100_unf_bin.45","Early Responders",24,8.64069162403517,2.3909652824688,0.419227543274239
"523","12C16O_72h_100_unf_bin.45","Early Responders",48,8.64069162403517,0.987965990287172,0.20963436432309
"524","12C16O_72h_100_unf_bin.45","Early Responders",72,8.64069162403517,0.799452888120737,0.467985135125806
"525","12C16O_72h_100_unf_bin.45","Early Responders",168,8.64069162403517,-0.512459764297376,0.831414111184524
"526","12C18O_168h_100_P08_coass_bin.1","Middle Responders",3,8.82521725451322,2.87567458462955,NA
"527","12C18O_168h_100_P08_coass_bin.1","Middle Responders",24,8.82521725451322,3.32230232825524,NA
